ensembl_gene_id	logFC	AveExpr	t	P.Value	adj.P.Val	B	hgnc_symbol	description	chromosome_name	start_position	end_position	gene_biotype	entrezgene_id	TPM_JL5-1	TPM_JL5-2	TPM_JL5-3	TPM_JL12-1	TPM_JL12-2	TPM_JL12-3	TPM_MADV1	TPM_MADV2	TPM_MADV3	TPM_MADC1	TPM_MADC2	TPM_MADC3	TPM_808-1	TPM_808-2	TPM_808-3	TPM_MD1-1	TPM_MD1-2	TPM_MD1-3	TPM_MD5-1	TPM_MD5-2	TPM_MD5-3
ENSG00000000003	-0.0397687580100907	6.43406675764726	-0.530239490988906	0.615245689733096	0.735244083654504	-7.70058968421961	TSPAN6	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	X	100627108	100639991	protein_coding	7105	5.99171182714979	5.96058181368287	6.1748842281348	5.90019171022815	5.93232149268602	6.17150727084717	5.92543774968292	5.71301647764459	5.88264172892849	6.06909762361904	6.04439114652925	5.87245629425936	6.27227263351261	5.47183486922744	5.94669352922145	5.8600863898647	5.70947330486646	5.89405504284207	6.0819781863323	5.99995955888783	5.96438116448932
ENSG00000000005	-1.67928357648673	0.766301062411894	-5.32603990623779	0.00186480992723391	0.024090052706973	-0.887232413821664	TNMD	tenomodulin [Source:HGNC Symbol;Acc:HGNC:17757]	X	100584936	100599885	protein_coding	64102	1.6667334176996	2.09449113740331	1.55994400703545	1.76079152332068	1.24559970835185	3.08441689937915	1.59145251208264	0.976346037312349	1.43514370304008	3.73308302335141	1.69682846458871	1.46468656193325	4.29126833411819	2.38276739416008	3.93633500012598	3.58111740796999	2.35309204616567	3.19753502416271	2.66770527788043	2.95898035095301	3.54878184374109
ENSG00000000419	-0.321192842004017	5.83486475724207	-4.78153443523072	0.00317550838308854	0.0303585707009086	-2.33876550933708	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	20	50934852	50959140	protein_coding	8813	6.3644021877383	6.62920735899892	6.52778671826646	6.28344417083111	6.61953017345529	6.62607771676544	6.53388854087103	6.44874456813516	6.42232917153948	6.48771551462465	6.3177515484899	6.52483026436319	6.60323055462934	6.65795527450255	6.96416240736495	6.80419995905764	6.6183441370658	7.01417556983274	6.66873767297385	6.78440057997223	6.79394898148651
ENSG00000000457	-0.062765791363991	3.11674267203576	-0.204257163290676	0.844997029261446	0.903305545135195	-7.12929564259835	SCYL3	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]	1	169846981	169894267	protein_coding	57147	1.78140713806579	1.91706315748924	1.930566285283	1.88645845182497	2.17821108380425	3.2047553279697	2.64235731689471	2.66653142300928	2.50825698949991	2.11841388414693	2.31788375087671	2.38840613184234	2.19650034869692	1.89709091976516	2.07491674447505	2.05011472118472	2.10949362224251	2.08649132585723	2.21335816995681	2.08862331957691	2.27001905020385
ENSG00000000460	-0.0914375477835012	4.79197170493671	-0.969603200022237	0.370193590667768	0.524433607819686	-7.06123654141715	FIRRM	FIGNL1 interacting regulator of recombination and mitosis [Source:HGNC Symbol;Acc:HGNC:25565]	1	169662007	169855456	protein_coding	55732	4.35561679215528	4.23903571829969	4.56614447975351	4.17763703714835	4.55763438711867	4.7787317213702	4.81125913197948	4.6198960388766	4.70667614080405	4.55979255746362	4.6388237277983	4.59790178184974	4.59752122251406	4.53361467634779	4.71333570093083	4.6486730887333	4.58865533772383	4.58985533005394	4.49662717759789	4.34065170480165	4.2413689431506
ENSG00000000938	0.801713399915318	-1.52213301802203	2.569645798005	0.0428890226010646	0.128815898147163	-3.89747623495543	FGR	FGR proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3697]	1	27612064	27635565	protein_coding	2268	0.249725660899555	0.405290984983548	0.270837481672241	0.333721401991134	0.272702857903833	0.74080929116551	0.171049224236258	0.373681616332397	0.349647221051328	0.229692506650002	0.33897885082551	0.345246477210356	0.33758551083328	0.164458063081401	0.197823883401485	0.251645176257855	0.200348663047036	0.307982180674797	0.218169868663955	0.181715764633077	0.164739946425724
ENSG00000001036	0.334342402821851	5.91784789356837	1.89972083271856	0.107427833338731	0.230634289485819	-6.13975361153275	FUCA2	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]	6	143493961	143511842	protein_coding	2519	5.59589972665091	5.67024953235075	5.68650296435531	5.22772144039192	5.29362419169181	5.55730230985074	5.1132300798945	5.36064615049257	5.54700298967612	4.9742295917433	5.96303463617662	5.70162734403483	5.06134366979951	4.83011418184831	4.82393824318364	5.62627932162594	5.84101578347343	5.54836085038968	5.02002977455124	5.11232273107488	5.18343883406929
ENSG00000001084	-0.331829190603784	5.90080117400282	-3.84435139435755	0.00874718201727478	0.0515297477077492	-3.47927311801185	GCLC	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]	6	53497341	53616970	protein_coding	2729	4.57141494130288	4.66156902364414	4.85532718080259	4.57241920039401	4.62226236433504	4.60228256656671	4.52045556528212	4.59716464379752	4.65036764852289	4.42242483137862	4.54804692109872	4.88230703345708	4.92147860556958	4.70785042068777	5.05226028650841	4.92176935382756	5.13237753300334	5.02294570748989	4.71708348722173	4.8506051241769	5.01173624685192
ENSG00000001167	-0.0782549098379768	5.59509069547657	-0.807534167782956	0.450594700270165	0.596885061104484	-7.39398604839121	NFYA	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]	6	41072946	41102403	protein_coding	4800	4.8306605688065	4.53987588500018	4.53217654847117	4.6471405236209	4.68493753624259	4.47604171330367	4.40735968584977	4.31507570887481	4.42161218526965	4.37363985996441	4.89113295264452	4.26876022080639	4.69049062528815	4.73779193155895	4.49973193358677	4.46482997307766	4.5855178314176	4.06363365905081	4.89102000868293	4.30457477890255	4.5489624959963
ENSG00000001460	0.174328258496237	3.76833923109652	1.42897374062714	0.203612367895337	0.350541503735404	-6.31109550114043	STPG1	sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]	1	24355886	24416934	protein_coding	90529	3.5489280437636	3.27442970493873	2.92461414611868	3.40626290767819	3.27952195994629	3.30974852345224	3.32214231919517	3.38703409179308	3.38278523630694	3.21188922876981	3.47769118462348	3.19990143054532	3.28977929357603	3.16868663776321	2.86172237091946	3.1496468182333	2.93880292371389	3.08973321369273	3.36529317954701	3.09122895640892	3.17038001981525
ENSG00000001461	0.0361351913851697	3.72967089549643	0.311006549585074	0.766460873047877	0.850166261292027	-7.27973796804332	NIPAL3	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	1	24413527	24476735	protein_coding	57185	2.82459394547569	2.80724073853162	2.65870277245183	2.73640723528468	2.65937591039199	2.71745796673504	2.41509746004543	2.90809772238507	2.7450215034397	2.66563835396011	2.52909179535112	2.82647384654706	2.64464334024215	3.12919628775622	2.61538945836527	2.59451033195698	2.64222028519463	2.81559797079648	2.71796611181752	2.60798738197395	2.84353006720386
ENSG00000001497	0.0398024605161424	6.6151351177466	0.582678263847232	0.581619281991713	0.707849547386992	-7.67999283973179	LAS1L	LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]	X	65438549	65534818	protein_coding	81887	5.9986542848634	5.99261524956588	5.9372030585577	5.89241298191328	6.07548133157933	5.79865930524963	5.95463452062009	6.05313006530072	5.94576551272835	5.84527332932692	5.93401375885538	6.00737497478199	5.86703750834622	5.67572358670335	5.7792554910526	6.00557454238393	5.66939099435524	5.98043197229288	5.84094790301816	5.80826489829822	6.01306512902511
